ID d'incident,Timestamp,Type d'incident,Description,Severité,Statut,Responsable
1422,2023-12-30,Intrusion,disque dur est tombé panne,Critique,Ouvert,Equipe Support
1423,2023-05-09,Panne matérielle,connexion au vpn a échoué,Faible,Résolu,Equipe Réseau
1424,2023-12-27,Panne matérielle,connexion au vpn a échoué,Critique,Résolu,Equipe Systèmes
1425,2023-04-20,Surcharge,serveur principal a cessé fonctionner,Faible,Résolu,Equipe Systèmes
1426,2023-06-21,Problème de connexion,connexion intermittente détectée,Moyenne,Ouvert,Equipe Systèmes
1427,2023-01-15,Panne matérielle,impossible dappliquer mise jour sécurité,Critique,En cours,Equipe Support
1428,2023-06-07,Intrusion,serveur web est surchargé,Moyenne,Résolu,Equipe Sécurité
1429,2023-03-02,Surcharge,disque dur est tombé panne,Critique,Résolu,Equipe Support
1430,2023-10-09,Intrusion,tentative connexion non autorisée détectée,Faible,En cours,Equipe Systèmes
1431,2023-04-13,Intrusion,tentative connexion non autorisée détectée,Élevée,Résolu,Equipe Sécurité
1432,2023-11-03,Surcharge,impossible daccéder internet,Critique,En cours,Equipe Systèmes
1433,2023-03-03,Mise à jour échouée,accès suspects ont été détectés,Faible,Résolu,Equipe Réseau
1434,2023-06-21,Panne matérielle,serveur web est surchargé,Élevée,En cours,Equipe Support
1435,2023-05-16,Problème de connexion,serveur web est surchargé,Élevée,Ouvert,Equipe Support
1436,2023-10-09,Mise à jour échouée,tentative connexion non autorisée détectée,Faible,Ouvert,Equipe Sécurité
1437,2023-12-16,Panne matérielle,serveur principal a cessé fonctionner,Faible,Résolu,Equipe Réseau
1438,2023-05-24,Surcharge,malware a été trouvé sur serveur,Moyenne,Ouvert,Equipe Systèmes
1439,2023-04-12,Intrusion,connexion au vpn a échoué,Moyenne,En cours,Equipe Réseau
1440,2023-08-20,Mise à jour échouée,capacité bande passante dépassée,Critique,Résolu,Equipe Support
1441,2023-02-22,Surcharge,connexion au vpn a échoué,Critique,Résolu,Equipe Sécurité
1442,2023-07-25,Surcharge,connexion intermittente détectée,Critique,Résolu,Equipe Réseau
1443,2023-01-31,Panne matérielle,échec mise jour logiciel,Moyenne,Résolu,Equipe Systèmes
1444,2023-11-29,Intrusion,accès suspects ont été détectés,Critique,Ouvert,Equipe Sécurité
1445,2023-02-15,Panne matérielle,connexion au vpn a échoué,Élevée,Ouvert,Equipe Réseau
1446,2023-07-27,Mise à jour échouée,serveur web est surchargé,Élevée,En cours,Equipe Sécurité
1447,2023-09-17,Problème de connexion,impossible daccéder internet,Faible,En cours,Equipe Support
1448,2023-05-17,Panne matérielle,serveur web est surchargé,Élevée,Résolu,Equipe Réseau
1449,2023-06-04,Surcharge,malware a été trouvé sur serveur,Faible,En cours,Equipe Réseau
1450,2023-07-15,Intrusion,mise jour firmware a échoué,Élevée,Ouvert,Equipe Sécurité
1451,2023-09-16,Surcharge,impossible daccéder internet,Critique,En cours,Equipe Support
1452,2023-08-28,Panne matérielle,impossible dappliquer mise jour sécurité,Élevée,En cours,Equipe Support
1453,2023-09-08,Surcharge,carte réseau ne répond plus,Critique,Résolu,Equipe Systèmes
1454,2023-07-09,Problème de connexion,carte réseau ne répond plus,Faible,Résolu,Equipe Réseau
1455,2023-08-26,Mise à jour échouée,capacité bande passante dépassée,Moyenne,En cours,Equipe Sécurité
1456,2023-02-26,Mise à jour échouée,échec mise jour logiciel,Élevée,En cours,Equipe Sécurité
1457,2023-12-09,Surcharge,serveur principal a cessé fonctionner,Moyenne,En cours,Equipe Systèmes
1458,2023-04-19,Intrusion,échec mise jour logiciel,Faible,Résolu,Equipe Sécurité
1459,2023-03-23,Mise à jour échouée,impossible dappliquer mise jour sécurité,Critique,Ouvert,Equipe Systèmes
1460,2023-12-07,Surcharge,accès suspects ont été détectés,Critique,Ouvert,Equipe Support
1461,2023-09-04,Mise à jour échouée,échec mise jour logiciel,Moyenne,Ouvert,Equipe Support
1462,2023-07-13,Problème de connexion,serveur web est surchargé,Moyenne,Résolu,Equipe Sécurité
1463,2023-07-04,Intrusion,serveur web est surchargé,Critique,Résolu,Equipe Réseau
1464,2023-07-29,Intrusion,base données est sous forte charge,Élevée,Résolu,Equipe Support
1465,2023-12-07,Surcharge,base données est sous forte charge,Élevée,Ouvert,Equipe Support
1466,2023-04-03,Mise à jour échouée,connexion au vpn a échoué,Critique,En cours,Equipe Systèmes
1467,2023-12-24,Mise à jour échouée,accès suspects ont été détectés,Critique,Ouvert,Equipe Réseau
1468,2023-05-21,Surcharge,malware a été trouvé sur serveur,Critique,En cours,Equipe Sécurité
1469,2023-04-23,Mise à jour échouée,accès suspects ont été détectés,Élevée,Ouvert,Equipe Systèmes
1470,2023-04-17,Mise à jour échouée,connexion intermittente détectée,Critique,Résolu,Equipe Réseau
1471,2023-04-28,Mise à jour échouée,tentative connexion non autorisée détectée,Faible,Ouvert,Equipe Support
1472,2023-01-18,Problème de connexion,échec mise jour logiciel,Moyenne,En cours,Equipe Systèmes
1473,2023-12-16,Surcharge,connexion intermittente détectée,Moyenne,Résolu,Equipe Systèmes
1474,2023-02-03,Problème de connexion,capacité bande passante dépassée,Faible,Ouvert,Equipe Sécurité
1475,2023-07-12,Surcharge,mise jour firmware a échoué,Faible,En cours,Equipe Systèmes
1476,2023-05-13,Mise à jour échouée,accès suspects ont été détectés,Moyenne,En cours,Equipe Réseau
1477,2023-01-28,Problème de connexion,connexion intermittente détectée,Critique,Résolu,Equipe Systèmes
1478,2023-06-06,Mise à jour échouée,malware a été trouvé sur serveur,Élevée,Ouvert,Equipe Sécurité
1479,2023-10-04,Panne matérielle,carte réseau ne répond plus,Faible,Ouvert,Equipe Sécurité
1480,2023-02-25,Surcharge,accès suspects ont été détectés,Critique,Résolu,Equipe Systèmes
1481,2023-10-20,Mise à jour échouée,disque dur est tombé panne,Critique,Ouvert,Equipe Sécurité
1482,2023-11-06,Surcharge,mise jour firmware a échoué,Critique,Ouvert,Equipe Systèmes
1483,2023-02-02,Surcharge,serveur web est surchargé,Faible,Résolu,Equipe Support
1484,2023-04-15,Surcharge,base données est sous forte charge,Moyenne,En cours,Equipe Support
1485,2023-07-15,Panne matérielle,impossible dappliquer mise jour sécurité,Critique,Ouvert,Equipe Systèmes
1486,2023-03-19,Surcharge,connexion au vpn a échoué,Élevée,Résolu,Equipe Réseau
1487,2023-10-30,Panne matérielle,serveur principal a cessé fonctionner,Élevée,Résolu,Equipe Sécurité
1488,2023-08-23,Panne matérielle,disque dur est tombé panne,Élevée,Résolu,Equipe Systèmes
1489,2023-09-13,Mise à jour échouée,mise jour firmware a échoué,Faible,En cours,Equipe Sécurité
1490,2023-01-14,Panne matérielle,accès suspects ont été détectés,Critique,Ouvert,Equipe Réseau
1491,2023-10-10,Intrusion,carte réseau ne répond plus,Faible,Ouvert,Equipe Sécurité
1492,2023-02-09,Surcharge,accès suspects ont été détectés,Moyenne,Résolu,Equipe Réseau
1493,2023-04-19,Surcharge,connexion au vpn a échoué,Moyenne,Résolu,Equipe Support
1494,2023-05-12,Problème de connexion,disque dur est tombé panne,Moyenne,En cours,Equipe Systèmes
1495,2023-04-15,Problème de connexion,carte réseau ne répond plus,Élevée,En cours,Equipe Réseau
1496,2023-11-30,Intrusion,accès suspects ont été détectés,Critique,En cours,Equipe Réseau
1497,2023-02-28,Intrusion,impossible dappliquer mise jour sécurité,Critique,Résolu,Equipe Systèmes
1498,2023-10-01,Panne matérielle,capacité bande passante dépassée,Critique,En cours,Equipe Réseau
1499,2023-06-24,Surcharge,échec mise jour logiciel,Critique,Résolu,Equipe Support
1500,2023-08-15,Mise à jour échouée,capacité bande passante dépassée,Faible,Ouvert,Equipe Sécurité
1501,2023-03-23,Panne matérielle,connexion au vpn a échoué,Élevée,En cours,Equipe Support
1502,2023-09-28,Surcharge,impossible daccéder internet,Critique,En cours,Equipe Réseau
1503,2023-07-28,Mise à jour échouée,accès suspects ont été détectés,Élevée,Ouvert,Equipe Systèmes
1504,2023-05-22,Mise à jour échouée,serveur web est surchargé,Critique,Ouvert,Equipe Systèmes
1505,2023-03-26,Intrusion,impossible daccéder internet,Faible,Résolu,Equipe Systèmes
1506,2023-09-17,Problème de connexion,impossible daccéder internet,Moyenne,Ouvert,Equipe Systèmes
1507,2023-08-28,Problème de connexion,mise jour firmware a échoué,Faible,Résolu,Equipe Systèmes
1508,2023-03-21,Problème de connexion,connexion intermittente détectée,Moyenne,Ouvert,Equipe Support
1509,2023-10-19,Panne matérielle,impossible dappliquer mise jour sécurité,Moyenne,En cours,Equipe Sécurité
1510,2023-04-22,Intrusion,échec mise jour logiciel,Faible,Résolu,Equipe Réseau
1511,2023-01-03,Problème de connexion,tentative connexion non autorisée détectée,Faible,Ouvert,Equipe Support
1512,2023-03-24,Surcharge,échec mise jour logiciel,Faible,En cours,Equipe Systèmes
1513,2023-09-06,Intrusion,impossible dappliquer mise jour sécurité,Critique,Résolu,Equipe Systèmes
1514,2023-01-10,Panne matérielle,accès suspects ont été détectés,Faible,Ouvert,Equipe Sécurité
1515,2023-11-11,Mise à jour échouée,base données est sous forte charge,Critique,Ouvert,Equipe Systèmes
1516,2023-09-02,Surcharge,connexion intermittente détectée,Faible,Résolu,Equipe Support
1517,2023-12-09,Surcharge,connexion au vpn a échoué,Faible,En cours,Equipe Systèmes
1518,2023-06-10,Problème de connexion,impossible daccéder internet,Faible,Ouvert,Equipe Support
1519,2023-09-27,Problème de connexion,connexion au vpn a échoué,Critique,Résolu,Equipe Sécurité
1520,2023-11-12,Panne matérielle,impossible daccéder internet,Élevée,Ouvert,Equipe Sécurité
1521,2023-01-07,Surcharge,connexion au vpn a échoué,Faible,En cours,Equipe Systèmes
1522,2023-12-14,Surcharge,disque dur est tombé panne,Critique,Résolu,Equipe Sécurité
1523,2023-05-04,Problème de connexion,impossible daccéder internet,Critique,Ouvert,Equipe Support
1524,2023-04-18,Mise à jour échouée,échec mise jour logiciel,Élevée,Résolu,Equipe Support
1525,2023-03-19,Intrusion,accès suspects ont été détectés,Faible,Ouvert,Equipe Réseau
1526,2023-01-24,Intrusion,disque dur est tombé panne,Élevée,En cours,Equipe Support
1527,2023-08-12,Panne matérielle,accès suspects ont été détectés,Moyenne,Résolu,Equipe Systèmes
1528,2023-03-10,Problème de connexion,connexion au vpn a échoué,Critique,Ouvert,Equipe Réseau
1529,2023-07-29,Mise à jour échouée,connexion intermittente détectée,Élevée,En cours,Equipe Sécurité
1530,2023-01-30,Intrusion,base données est sous forte charge,Critique,En cours,Equipe Sécurité
1531,2023-03-13,Panne matérielle,base données est sous forte charge,Moyenne,Résolu,Equipe Systèmes
1532,2023-03-12,Surcharge,base données est sous forte charge,Critique,Ouvert,Equipe Sécurité
1533,2023-03-13,Mise à jour échouée,carte réseau ne répond plus,Élevée,En cours,Equipe Réseau
1534,2023-08-05,Problème de connexion,disque dur est tombé panne,Moyenne,Ouvert,Equipe Systèmes
1535,2023-05-18,Surcharge,malware a été trouvé sur serveur,Critique,Ouvert,Equipe Support
1536,2023-05-28,Surcharge,impossible daccéder internet,Faible,Résolu,Equipe Réseau
1537,2023-02-24,Intrusion,disque dur est tombé panne,Critique,Résolu,Equipe Sécurité
1538,2023-10-03,Problème de connexion,impossible dappliquer mise jour sécurité,Faible,Ouvert,Equipe Réseau
1539,2023-05-22,Panne matérielle,disque dur est tombé panne,Faible,Résolu,Equipe Support
1540,2023-01-31,Problème de connexion,tentative connexion non autorisée détectée,Faible,En cours,Equipe Systèmes
1541,2023-06-04,Surcharge,accès suspects ont été détectés,Faible,En cours,Equipe Support
1542,2023-06-14,Problème de connexion,connexion au vpn a échoué,Élevée,En cours,Equipe Sécurité
1543,2023-07-25,Problème de connexion,serveur principal a cessé fonctionner,Faible,En cours,Equipe Systèmes
1544,2023-10-12,Intrusion,accès suspects ont été détectés,Critique,En cours,Equipe Support
1545,2023-05-30,Intrusion,mise jour firmware a échoué,Élevée,Résolu,Equipe Sécurité
1546,2023-05-18,Mise à jour échouée,disque dur est tombé panne,Élevée,En cours,Equipe Réseau
1547,2023-10-18,Panne matérielle,impossible daccéder internet,Critique,Ouvert,Equipe Réseau
1548,2023-12-25,Intrusion,malware a été trouvé sur serveur,Élevée,En cours,Equipe Systèmes
1549,2023-11-20,Panne matérielle,échec mise jour logiciel,Élevée,Résolu,Equipe Sécurité
1550,2023-08-29,Problème de connexion,accès suspects ont été détectés,Faible,En cours,Equipe Réseau
1551,2023-08-31,Mise à jour échouée,carte réseau ne répond plus,Critique,En cours,Equipe Sécurité
1552,2023-09-07,Surcharge,carte réseau ne répond plus,Faible,Résolu,Equipe Sécurité
1553,2023-10-09,Surcharge,serveur principal a cessé fonctionner,Moyenne,En cours,Equipe Réseau
1554,2023-08-05,Problème de connexion,base données est sous forte charge,Moyenne,En cours,Equipe Sécurité
1555,2023-04-07,Panne matérielle,serveur principal a cessé fonctionner,Moyenne,Ouvert,Equipe Systèmes
1556,2023-07-27,Panne matérielle,accès suspects ont été détectés,Élevée,Ouvert,Equipe Systèmes
1557,2023-09-22,Mise à jour échouée,serveur web est surchargé,Critique,En cours,Equipe Sécurité
1558,2023-01-13,Surcharge,carte réseau ne répond plus,Critique,Ouvert,Equipe Sécurité
1559,2023-11-07,Surcharge,échec mise jour logiciel,Moyenne,Résolu,Equipe Réseau
1560,2023-10-31,Panne matérielle,échec mise jour logiciel,Faible,Résolu,Equipe Réseau
1561,2023-05-01,Intrusion,carte réseau ne répond plus,Critique,Ouvert,Equipe Sécurité
1562,2023-11-06,Panne matérielle,serveur web est surchargé,Faible,Résolu,Equipe Systèmes
1563,2023-06-24,Intrusion,serveur web est surchargé,Élevée,En cours,Equipe Sécurité
1564,2023-03-24,Mise à jour échouée,accès suspects ont été détectés,Élevée,Résolu,Equipe Sécurité
1565,2023-11-07,Surcharge,serveur principal a cessé fonctionner,Moyenne,En cours,Equipe Réseau
1566,2023-05-20,Panne matérielle,tentative connexion non autorisée détectée,Critique,Résolu,Equipe Systèmes
1567,2023-01-22,Mise à jour échouée,disque dur est tombé panne,Moyenne,Résolu,Equipe Support
1568,2023-05-15,Panne matérielle,capacité bande passante dépassée,Moyenne,Ouvert,Equipe Support
1569,2023-09-23,Surcharge,connexion au vpn a échoué,Faible,En cours,Equipe Systèmes
1570,2023-01-30,Intrusion,serveur principal a cessé fonctionner,Moyenne,En cours,Equipe Sécurité
1571,2023-08-05,Panne matérielle,impossible dappliquer mise jour sécurité,Faible,En cours,Equipe Sécurité
1572,2023-07-13,Problème de connexion,mise jour firmware a échoué,Critique,Ouvert,Equipe Réseau
1573,2023-10-16,Panne matérielle,échec mise jour logiciel,Moyenne,Résolu,Equipe Sécurité
1574,2023-06-21,Mise à jour échouée,serveur principal a cessé fonctionner,Moyenne,En cours,Equipe Systèmes
1575,2023-12-10,Problème de connexion,accès suspects ont été détectés,Élevée,Résolu,Equipe Réseau
1576,2023-03-10,Surcharge,tentative connexion non autorisée détectée,Moyenne,Résolu,Equipe Systèmes
1577,2023-03-28,Intrusion,impossible dappliquer mise jour sécurité,Critique,En cours,Equipe Réseau
1578,2023-05-12,Panne matérielle,connexion au vpn a échoué,Critique,En cours,Equipe Réseau
1579,2023-03-23,Surcharge,serveur web est surchargé,Faible,En cours,Equipe Support
1580,2023-02-15,Surcharge,disque dur est tombé panne,Moyenne,Ouvert,Equipe Support
1581,2023-01-29,Problème de connexion,accès suspects ont été détectés,Faible,Ouvert,Equipe Support
1582,2023-11-26,Mise à jour échouée,disque dur est tombé panne,Faible,Ouvert,Equipe Support
1583,2023-09-23,Surcharge,impossible daccéder internet,Faible,Ouvert,Equipe Support
1584,2023-09-06,Mise à jour échouée,malware a été trouvé sur serveur,Moyenne,Ouvert,Equipe Sécurité
1585,2023-11-14,Surcharge,impossible daccéder internet,Élevée,Résolu,Equipe Systèmes
1586,2023-01-10,Surcharge,serveur principal a cessé fonctionner,Faible,Résolu,Equipe Systèmes
1587,2023-10-11,Surcharge,impossible daccéder internet,Moyenne,Ouvert,Equipe Réseau
1588,2023-09-16,Panne matérielle,disque dur est tombé panne,Critique,Résolu,Equipe Sécurité
1589,2023-11-25,Surcharge,serveur principal a cessé fonctionner,Faible,Ouvert,Equipe Réseau
1590,2023-11-08,Surcharge,tentative connexion non autorisée détectée,Critique,Résolu,Equipe Support
1591,2023-05-19,Intrusion,serveur principal a cessé fonctionner,Faible,Ouvert,Equipe Systèmes
1592,2023-08-16,Intrusion,capacité bande passante dépassée,Faible,Ouvert,Equipe Systèmes
1593,2023-06-15,Panne matérielle,capacité bande passante dépassée,Faible,En cours,Equipe Sécurité
1594,2023-10-18,Panne matérielle,impossible daccéder internet,Moyenne,Ouvert,Equipe Support
1595,2023-06-21,Intrusion,serveur web est surchargé,Faible,Résolu,Equipe Support
1596,2023-05-13,Surcharge,capacité bande passante dépassée,Critique,Résolu,Equipe Sécurité
1597,2023-06-25,Surcharge,connexion intermittente détectée,Moyenne,Ouvert,Equipe Support
1598,2023-10-05,Mise à jour échouée,impossible dappliquer mise jour sécurité,Moyenne,Ouvert,Equipe Sécurité
1599,2023-10-19,Panne matérielle,serveur web est surchargé,Moyenne,Ouvert,Equipe Sécurité
1600,2023-08-19,Surcharge,base données est sous forte charge,Faible,Ouvert,Equipe Support
1601,2023-07-12,Intrusion,connexion intermittente détectée,Faible,Résolu,Equipe Réseau
1602,2023-02-01,Problème de connexion,connexion intermittente détectée,Élevée,Résolu,Equipe Systèmes
1603,2023-10-03,Problème de connexion,échec mise jour logiciel,Moyenne,En cours,Equipe Support
1604,2023-12-04,Intrusion,carte réseau ne répond plus,Élevée,Ouvert,Equipe Sécurité
1605,2023-09-22,Intrusion,malware a été trouvé sur serveur,Critique,En cours,Equipe Réseau
1606,2023-08-06,Intrusion,accès suspects ont été détectés,Moyenne,En cours,Equipe Systèmes
1607,2023-09-10,Panne matérielle,malware a été trouvé sur serveur,Faible,Ouvert,Equipe Support
1608,2023-07-01,Panne matérielle,malware a été trouvé sur serveur,Moyenne,En cours,Equipe Systèmes
1609,2023-07-22,Intrusion,base données est sous forte charge,Critique,En cours,Equipe Support
1610,2023-10-02,Panne matérielle,disque dur est tombé panne,Critique,En cours,Equipe Support
1611,2023-07-27,Panne matérielle,disque dur est tombé panne,Critique,Ouvert,Equipe Support
1612,2023-05-23,Panne matérielle,carte réseau ne répond plus,Élevée,Résolu,Equipe Sécurité
1613,2023-03-07,Panne matérielle,disque dur est tombé panne,Critique,Ouvert,Equipe Support
1614,2023-09-18,Panne matérielle,capacité bande passante dépassée,Élevée,En cours,Equipe Sécurité
1615,2023-02-24,Panne matérielle,échec mise jour logiciel,Faible,Résolu,Equipe Sécurité
1616,2023-10-29,Intrusion,connexion intermittente détectée,Critique,Résolu,Equipe Support
1617,2023-06-21,Intrusion,échec mise jour logiciel,Faible,Résolu,Equipe Sécurité
1618,2023-09-06,Intrusion,disque dur est tombé panne,Faible,Ouvert,Equipe Support
1619,2023-05-23,Problème de connexion,impossible daccéder internet,Moyenne,En cours,Equipe Support
1620,2023-04-03,Surcharge,échec mise jour logiciel,Critique,Résolu,Equipe Systèmes
1621,2023-02-16,Mise à jour échouée,serveur web est surchargé,Critique,En cours,Equipe Support
1622,2023-04-06,Surcharge,connexion intermittente détectée,Faible,Ouvert,Equipe Support
1623,2023-05-05,Panne matérielle,tentative connexion non autorisée détectée,Élevée,Résolu,Equipe Support
1624,2023-04-29,Surcharge,carte réseau ne répond plus,Élevée,En cours,Equipe Support
1625,2023-10-22,Surcharge,malware a été trouvé sur serveur,Moyenne,Résolu,Equipe Systèmes
1626,2023-09-24,Intrusion,capacité bande passante dépassée,Critique,En cours,Equipe Systèmes
1627,2023-08-18,Mise à jour échouée,connexion intermittente détectée,Faible,Ouvert,Equipe Sécurité
1628,2023-11-11,Problème de connexion,carte réseau ne répond plus,Moyenne,Ouvert,Equipe Support
1629,2023-05-25,Intrusion,base données est sous forte charge,Faible,En cours,Equipe Support
1630,2023-04-06,Problème de connexion,échec mise jour logiciel,Faible,En cours,Equipe Réseau
1631,2023-04-13,Surcharge,connexion intermittente détectée,Critique,Résolu,Equipe Support
1632,2023-01-23,Problème de connexion,serveur web est surchargé,Moyenne,Ouvert,Equipe Sécurité
1633,2023-12-08,Surcharge,connexion au vpn a échoué,Critique,En cours,Equipe Réseau
1634,2023-09-13,Surcharge,serveur principal a cessé fonctionner,Élevée,Ouvert,Equipe Réseau
1635,2023-05-03,Intrusion,base données est sous forte charge,Faible,Ouvert,Equipe Systèmes
1636,2023-06-08,Panne matérielle,mise jour firmware a échoué,Faible,Résolu,Equipe Réseau
1637,2023-05-21,Panne matérielle,serveur principal a cessé fonctionner,Élevée,En cours,Equipe Support
1638,2023-03-28,Mise à jour échouée,connexion au vpn a échoué,Critique,Résolu,Equipe Systèmes
1639,2023-04-29,Intrusion,disque dur est tombé panne,Moyenne,Résolu,Equipe Sécurité
1640,2023-10-24,Panne matérielle,échec mise jour logiciel,Moyenne,En cours,Equipe Réseau
1641,2023-08-24,Surcharge,malware a été trouvé sur serveur,Faible,En cours,Equipe Support
1642,2023-09-16,Problème de connexion,serveur principal a cessé fonctionner,Moyenne,Résolu,Equipe Réseau
1643,2023-07-22,Problème de connexion,serveur principal a cessé fonctionner,Critique,En cours,Equipe Support
1644,2023-08-27,Mise à jour échouée,connexion au vpn a échoué,Critique,Résolu,Equipe Systèmes
1645,2023-01-31,Mise à jour échouée,accès suspects ont été détectés,Moyenne,Résolu,Equipe Sécurité
1646,2023-10-28,Problème de connexion,base données est sous forte charge,Élevée,Ouvert,Equipe Support
1647,2023-04-23,Problème de connexion,base données est sous forte charge,Moyenne,Résolu,Equipe Systèmes
1648,2023-11-16,Intrusion,mise jour firmware a échoué,Faible,En cours,Equipe Support
1649,2023-04-30,Panne matérielle,serveur principal a cessé fonctionner,Critique,Résolu,Equipe Réseau
1650,2023-10-27,Problème de connexion,tentative connexion non autorisée détectée,Moyenne,Ouvert,Equipe Systèmes
1651,2023-06-20,Panne matérielle,malware a été trouvé sur serveur,Critique,Ouvert,Equipe Réseau
1652,2023-06-19,Intrusion,serveur principal a cessé fonctionner,Élevée,En cours,Equipe Sécurité
1653,2023-05-01,Panne matérielle,base données est sous forte charge,Moyenne,En cours,Equipe Sécurité
1654,2023-06-19,Surcharge,base données est sous forte charge,Critique,En cours,Equipe Systèmes
1655,2023-05-28,Problème de connexion,mise jour firmware a échoué,Moyenne,Résolu,Equipe Sécurité
1656,2023-01-01,Surcharge,échec mise jour logiciel,Moyenne,Résolu,Equipe Réseau
1657,2023-05-01,Problème de connexion,carte réseau ne répond plus,Moyenne,En cours,Equipe Systèmes
1658,2023-09-19,Panne matérielle,mise jour firmware a échoué,Critique,Ouvert,Equipe Systèmes
1659,2023-07-14,Surcharge,mise jour firmware a échoué,Moyenne,Résolu,Equipe Systèmes
1660,2023-05-17,Intrusion,disque dur est tombé panne,Critique,En cours,Equipe Systèmes
1661,2023-05-23,Mise à jour échouée,serveur principal a cessé fonctionner,Élevée,Ouvert,Equipe Systèmes
1662,2023-11-08,Surcharge,mise jour firmware a échoué,Élevée,Ouvert,Equipe Réseau
1663,2023-03-03,Panne matérielle,échec mise jour logiciel,Faible,En cours,Equipe Support
1664,2023-11-25,Surcharge,connexion intermittente détectée,Critique,Ouvert,Equipe Sécurité
1665,2023-05-31,Problème de connexion,impossible daccéder internet,Moyenne,En cours,Equipe Support
1666,2023-01-02,Panne matérielle,accès suspects ont été détectés,Moyenne,Résolu,Equipe Support
1667,2023-08-11,Problème de connexion,impossible daccéder internet,Faible,Ouvert,Equipe Systèmes
1668,2023-12-13,Problème de connexion,impossible dappliquer mise jour sécurité,Faible,Résolu,Equipe Systèmes
1669,2023-02-11,Intrusion,mise jour firmware a échoué,Critique,Résolu,Equipe Systèmes
1670,2023-12-27,Intrusion,malware a été trouvé sur serveur,Faible,Ouvert,Equipe Réseau
1671,2023-02-02,Intrusion,capacité bande passante dépassée,Critique,En cours,Equipe Support
1672,2023-02-27,Problème de connexion,connexion au vpn a échoué,Critique,En cours,Equipe Support
1673,2023-12-31,Problème de connexion,disque dur est tombé panne,Faible,Résolu,Equipe Sécurité
1674,2023-01-28,Mise à jour échouée,serveur principal a cessé fonctionner,Faible,En cours,Equipe Systèmes
1675,2023-11-19,Problème de connexion,serveur web est surchargé,Faible,En cours,Equipe Sécurité
1676,2023-11-06,Problème de connexion,tentative connexion non autorisée détectée,Élevée,Résolu,Equipe Support
1677,2023-01-10,Panne matérielle,malware a été trouvé sur serveur,Moyenne,Résolu,Equipe Réseau
1678,2023-06-19,Mise à jour échouée,malware a été trouvé sur serveur,Élevée,Résolu,Equipe Réseau
1679,2023-01-27,Panne matérielle,malware a été trouvé sur serveur,Faible,Ouvert,Equipe Support
1680,2023-08-04,Panne matérielle,impossible dappliquer mise jour sécurité,Critique,Ouvert,Equipe Support
1681,2023-11-03,Surcharge,connexion au vpn a échoué,Faible,Ouvert,Equipe Réseau
1682,2023-03-12,Panne matérielle,capacité bande passante dépassée,Critique,Résolu,Equipe Sécurité
1683,2023-12-04,Mise à jour échouée,tentative connexion non autorisée détectée,Critique,Résolu,Equipe Systèmes
1684,2023-09-27,Mise à jour échouée,malware a été trouvé sur serveur,Faible,Ouvert,Equipe Sécurité
1685,2023-05-26,Intrusion,serveur web est surchargé,Élevée,En cours,Equipe Systèmes
1686,2023-01-22,Problème de connexion,serveur web est surchargé,Élevée,Résolu,Equipe Sécurité
1687,2023-03-17,Intrusion,malware a été trouvé sur serveur,Faible,Résolu,Equipe Systèmes
1688,2023-12-22,Mise à jour échouée,capacité bande passante dépassée,Faible,Résolu,Equipe Réseau
1689,2023-07-20,Surcharge,capacité bande passante dépassée,Moyenne,En cours,Equipe Sécurité
1690,2023-07-09,Intrusion,accès suspects ont été détectés,Faible,Résolu,Equipe Support
1691,2023-02-18,Panne matérielle,accès suspects ont été détectés,Critique,En cours,Equipe Systèmes
1692,2023-02-06,Surcharge,base données est sous forte charge,Critique,Ouvert,Equipe Systèmes
1693,2023-11-22,Panne matérielle,impossible dappliquer mise jour sécurité,Critique,En cours,Equipe Sécurité
1694,2023-01-21,Problème de connexion,malware a été trouvé sur serveur,Moyenne,Ouvert,Equipe Support
1695,2023-06-09,Problème de connexion,capacité bande passante dépassée,Faible,En cours,Equipe Sécurité
1696,2023-02-02,Intrusion,mise jour firmware a échoué,Moyenne,Résolu,Equipe Systèmes
1697,2023-05-23,Surcharge,échec mise jour logiciel,Critique,En cours,Equipe Réseau
1698,2023-08-24,Surcharge,connexion intermittente détectée,Faible,Ouvert,Equipe Réseau
1699,2023-08-18,Panne matérielle,connexion au vpn a échoué,Moyenne,Ouvert,Equipe Sécurité
1700,2023-01-10,Problème de connexion,connexion intermittente détectée,Élevée,Résolu,Equipe Systèmes
1701,2023-08-06,Problème de connexion,tentative connexion non autorisée détectée,Élevée,Résolu,Equipe Systèmes
1702,2023-12-05,Surcharge,connexion intermittente détectée,Faible,Résolu,Equipe Support
1703,2023-08-03,Surcharge,base données est sous forte charge,Critique,En cours,Equipe Sécurité
1704,2023-08-06,Intrusion,échec mise jour logiciel,Moyenne,En cours,Equipe Systèmes
1705,2023-09-07,Panne matérielle,disque dur est tombé panne,Moyenne,En cours,Equipe Réseau
1706,2023-03-07,Intrusion,échec mise jour logiciel,Moyenne,Ouvert,Equipe Sécurité
1707,2023-08-27,Problème de connexion,connexion au vpn a échoué,Moyenne,Résolu,Equipe Sécurité
1708,2023-10-24,Surcharge,carte réseau ne répond plus,Élevée,En cours,Equipe Systèmes
1709,2023-09-24,Problème de connexion,disque dur est tombé panne,Critique,Résolu,Equipe Sécurité
1710,2023-04-06,Mise à jour échouée,malware a été trouvé sur serveur,Moyenne,Résolu,Equipe Sécurité
